id,nepali_name,sanskrit_name,author_rishi,subject,type,tradition
HG0135,देवीभागवत पुराण,देवीभागवत पुराण,परम्परागत/विभिन्न परम्परा,"पुराणकथा, देवता, व्रत, तीर्थ र धर्म",उपपुराण,पुराण
HG0136,गणेश पुराण,गणेश पुराण,परम्परागत/विभिन्न परम्परा,"पुराणकथा, देवता, व्रत, तीर्थ र धर्म",उपपुराण,पुराण
HG0137,मुद्गल पुराण,मुद्गल पुराण,परम्परागत/विभिन्न परम्परा,"पुराणकथा, देवता, व्रत, तीर्थ र धर्म",उपपुराण,पुराण
HG0138,कामिक आगम,कामिक आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0139,योगज आगम,योगज आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0140,चिन्त्य आगम,चिन्त्य आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0141,कारण आगम,कारण आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0142,अजित आगम,अजित आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0143,दीप्त आगम,दीप्त आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0144,सूक्ष्म आगम,सूक्ष्म आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0145,सहस्र आगम,सहस्र आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0146,अंशुमान आगम,अंशुमान आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0147,सुप्रभेद आगम,सुप्रभेद आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0148,विजय आगम,विजय आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0149,निश्वास आगम,निश्वास आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0150,स्वायम्भुव आगम,स्वायम्भुव आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0151,आग्नेय आगम,आग्नेय आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
HG0152,वीर आगम,वीर आगम,शैव आगम परम्परा,"शैव पूजा, मन्दिर, दीक्षा, मन्त्र, योग र तत्त्व",शैव आगम,शैव
